,epoch,daz,cc_azi,cc_range,daz_iono,daz_SET,drg_iono_mm,dTECS,drg_SET_mm
161,2019-11-10,0.000908639,0.00331,0.05982,,-0.00039207502238805054,83.81215799645217,6.074424948836179e+16,-66.1601773174841
162,2019-12-16,0.000131834,-0.00378,-0.0677,,-0.0008944413897639465,-60.347936138923764,-4.373816611529899e+16,25.92184127368787
163,2019-12-22,-0.0164723,0.01736,0.03327,,0.0004086637300167546,8.556390846340044,6201385964933824.0,31.660658113406118
164,2019-12-28,-0.000586314,0.0042,-0.00255,,-0.00031094752342407926,-54.87543824393103,-3.977188263800152e+16,-80.48746537637639
165,2020-01-03,-0.0161241,0.01309,0.03352,,0.00011536182093164383,20.714383288323464,1.5013092331028352e+16,103.04147695174694
166,2020-01-09,0.00127777,-0.00112,0.04799,,0.0006158644245405872,18.924441844451795,1.37158026270608e+16,-101.6440540972291
167,2020-01-15,-0.018681,0.02349,0.08265,,-6.268160124606863e-05,35.0768138413473,2.5422501724938496e+16,82.61900535431951
168,2020-01-21,0.000413092,0.00446,0.02249,,0.0011053901942668666,-9.722818726836492,-7046773888080448.0,-19.18564382778532
169,2020-01-27,-0.0171206,0.00865,0.15325,,-0.00012653443553347824,33.03508253667611,2.394272314956288e+16,-60.8471226346122
170,2020-02-02,0.00312862,-0.00356,0.01932,,0.001278336362072282,32.64200783877997,2.3657835752706016e+16,97.24483141574503
171,2020-02-08,-0.0160298,0.01364,0.11123,,0.0004242198349564668,-28.32218073677872,-2.052696952156019e+16,-127.3387458734676
172,2020-02-14,0.00293157,-0.00077,-0.04562,,0.0014790244795953868,-77.1352750852325,-5.590506802520371e+16,102.99065751481812
173,2020-02-20,-0.0154182,0.01665,0.13132,,0.0009466451334750296,75.11378401037165,5.44399588915737e+16,-53.44975639515681
174,2020-02-26,0.000934315,0.00136,0.0343,,0.00033143302611375445,-18.190165586158436,-1.3183623748800192e+16,-53.70427158773576
175,2020-03-03,-0.0156654,0.02039,0.07521,,0.0021233538556293756,119.0947708358164,8.631590744526992e+16,82.66548638027602
176,2020-03-09,0.00190679,-0.00223,0.1484,,3.297668060212963e-05,102.50770203301187,7.429415463846554e+16,-141.9591824701175
177,2020-03-15,-0.0140916,0.02437,0.10882,,0.0024790055040428264,126.82739223616153,9.192025286209469e+16,88.73267855834148
178,2020-03-21,0.000551042,0.00758,0.13773,,0.00042472305534840024,182.50803249026438,1.3227571899160442e+17,-65.6052955465129
179,2020-03-27,-0.0157475,0.01858,0.0942,,0.0007979709910649758,105.92051320795488,7.67676460557392e+16,-54.81872262969953
180,2020-04-02,0.00182901,0.0176,0.07496,,0.0022869782082384554,197.1080160443986,1.4285729885709184e+17,75.28161535499527
181,2020-04-08,-0.0161689,0.01676,0.22694,,-0.00015819375214906804,142.28687827528026,1.0312477138745978e+17,-141.8852827078349
182,2020-04-14,-0.00221403,0.02009,0.11495,,0.0024902184009997406,214.22531246875968,1.55263342913512e+17,77.3210349344239
183,2020-04-20,-0.0164151,0.01768,0.1594,,-0.00026607244429526346,21.831413388222536,1.5822678394629664e+16,-64.76402349278027
184,2020-04-26,-0.000931767,0.00481,0.08759,,0.001237787852298402,29.47946276961294,2.13657288401528e+16,-51.300480329499464
185,2020-05-02,-0.0194071,0.02671,0.09108,,0.0014640848103834854,100.93519684541155,7.315445546210762e+16,82.61399518933041
186,2020-05-08,-0.00158677,0.0097,0.14422,,8.859352422529113e-05,142.66333086914253,1.0339761163914592e+17,-128.80258652427912
187,2020-05-14,-0.0220521,0.0332,0.09854,,0.0018493026155521368,98.47304098219753,7.136996722544109e+16,84.28646343256577
188,2020-05-20,-0.00415716,0.01597,0.07811,,-0.001004888824484363,133.46036684075264,9.67276110528754e+16,-63.0841623198056
189,2020-05-26,-0.0217938,0.03187,0.111,,0.0017785176050794968,47.06709811674067,3.411265881994739e+16,-29.01846806187946
190,2020-06-01,-0.00555725,0.01152,-0.02254,,-0.00033488556049295895,56.516689568749186,4.096140671578602e+16,83.00887631074433
191,2020-06-07,-0.0196743,0.02756,0.08212,,0.0006727586009037747,26.189676195716057,1.898140153984973e+16,-103.96886030333155
192,2020-06-13,-0.00442932,0.00806,-0.03038,,0.0008423242310545593,27.422835067029062,1.9875153853696544e+16,98.81002590032827
193,2020-06-19,-0.0213147,0.01917,0.09267,,-0.0015285055757573924,25.209747529632935,1.8271182010889856e+16,-71.96541831662198
194,2020-06-25,-0.00421708,0.0091,0.03929,,0.002039206879846468,58.470364451601654,4.237736494118048e+16,20.730984977347436
195,2020-07-01,-0.0227336,0.02574,0.04967,,-0.002055230023570811,43.23159726954794,3.1332816062712096e+16,46.06640729163988
196,2020-07-07,-0.00539568,0.00704,0.02717,,0.0010310606989888025,-59.293761825063854,-4.29741358235597e+16,-74.24487443113487
197,2020-07-13,-0.0242097,0.02837,0.04869,,-0.00033868212481739034,44.93825615412615,3.256974535262176e+16,104.21180538905814
198,2020-07-25,-0.0253752,0.02643,0.04926,,0.0011841636192962508,28.964821023592247,2.099273371194323e+16,77.89088911403711
199,2020-07-31,-3e-05,0.00018,-0.02021,,-0.002548319820828838,-0.02242269658789148,-16251220685600.0,-11.772471086776589
200,2020-08-12,0.001629,0.00038,-0.04779,,-0.0014506917574071084,113.41694617521625,8.220080999426205e+16,94.87300929013115
201,2020-08-18,0.00251,0.01958,0.08662,,-0.0011848822342809485,46.31590124418331,3.3568216446283264e+16,-119.43074533078757
202,2020-08-24,0.006268,0.00557,-0.03518,,-0.0005856419175893538,129.79955852454816,9.407437960048864e+16,102.38567581516752
203,2020-08-30,0.00068,0.01476,0.0422,,-0.0021004262552252683,49.449608681007625,3.583942280722733e+16,-51.30208672128829
204,2020-09-05,0.00466,0.00566,0.0532,,0.0002813354934741919,79.82056030471858,5.785127295798659e+16,-48.51589080876988
205,2020-09-11,0.00117,0.02088,0.04233,,-0.0022433205552253276,62.64878040828914,4.540574110290538e+16,81.68597222881242
206,2020-09-17,-0.00114162,-0.00011,0.06245,,-0.0006008036037520136,48.2190349013342,3.494754408135699e+16,-137.4549303106362
207,2020-09-29,-0.000717708,-0.00259,0.09382,,-0.001400896845632665,184.7879466025499,1.33928124501251e+17,-65.74285380592492
208,2020-10-23,0.00310993,-0.00409,0.0235,,-0.002170074456947127,59.83927827064636,4.336950790158054e+16,92.65236506220384
209,2020-10-29,-0.0207442,0.02141,0.14687,,-0.0006168811111573362,160.63242398062164,1.164210094508273e+17,-68.55692813253997
210,2020-11-04,0.002082,-0.00213,0.03331,,-0.0005621475869526701,48.05993622307708,3.483223467951904e+16,-44.07494454177982
211,2020-11-10,0.00453,0.02268,0.05077,,-0.001849143904834488,147.42734532182433,1.0685041000871082e+17,90.85577127778055
